mean_platform_revenue,mean_liquid_welfare,mean_effective_poa,mean_budget_utilization,mean_bid_to_value,mean_allocative_efficiency,mean_dual_cv,mean_no_sale_rate,mean_winner_entropy,mean_lp_offline_welfare,mean_effective_poa_lp,mean_rev_all,warm_start_benefit,inter_episode_volatility,bid_suppression_ratio,cross_episode_drift,auction_type,auction_type_coded,aggressiveness,aggressiveness_coded,n_bidders,n_bidders_coded,budget_multiplier,budget_multiplier_coded,reserve_price,reserve_price_coded,sigma,sigma_coded,cell_id,replicate,seed,auction_type_code
3782.94850116486,4520.168732113754,1.0000600355220737,0.5322725843481256,1.4996166166601326,0.9997777777777779,0.0,0.0,0.6731541024934415,4520.439681210783,1.0000600355220737,3784.711992684167,-8.569914040486765,0.012819427845864366,1.499616616510171,-4.905918624194207e-07,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.5,1,7,3,427003,0
3239.4798378200935,4990.40751768115,1.0000209968878035,0.4049145345333659,1.4998756561205533,0.9999222222222222,0.0,0.0,0.43367215726651104,4990.514047464717,1.0000209968878035,3239.6765165239813,23.93384667471264,0.012923556474760354,1.4998756559705657,-3.086883643137844e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.5,1,7,4,427004,0
4692.122314877335,5600.928051053333,1.0000188465214475,0.5337934014415872,1.4997742675457302,0.9998555555555555,0.0,0.0,0.6765425605042142,5601.03326745957,1.000018846521448,4689.807690002358,-141.43161549983415,0.013929038850285156,1.4997742673957528,5.284680965038287e-07,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.5,1,7,5,427005,0
3867.5083194625167,4741.709914810294,1.0000317342093124,0.5193835322570169,1.499683233573722,0.9998444444444445,0.0,0.0,0.6458067405158512,4741.8609028189985,1.0000317342093124,3868.5686017723406,29.90538849691984,0.01412819044394809,1.4996832334237538,4.2919624169143684e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.5,1,7,6,427006,0
4662.990448085174,5552.409764062742,1.0000288680201774,0.5360630010827916,1.4997345117709198,0.9997666666666667,0.0,0.0,0.6794428217772654,5552.569011717094,1.0000288680201774,4664.727009298225,-2.0857723022545542,0.013122608463237985,1.4997345116209464,1.9273402317124886e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.5,1,7,7,427007,0
2277.3945169174926,2248.387987021923,1.018471761873358,0.9946580154046395,0.7718123216639522,0.29319999999999996,0.8824030228891053,0.0,1.3826447556732897,2289.4915238618164,1.018471761873358,2276.9390578848775,-39.84042148705521,0.00484645626388157,0.7718123215867709,-1.1213977483283493e-05,second,-1,0.3,-1,4,1,0.25,-1,0.0,-1,0.1,-1,8,0,428000,0
2464.0714442223066,2436.7773400735314,1.015803165994897,0.9953457770238218,0.7733424480235109,0.2869333333333333,0.8713152429392443,0.0,1.3843170838571621,2474.947085009881,1.0158031659948972,2464.5697489925965,2.9870669180481855,0.003671380478846067,0.7733424479461767,1.2138622309374136e-06,second,-1,0.3,-1,4,1,0.25,-1,0.0,-1,0.1,-1,8,1,428001,0
2278.6481411022737,2158.9447737415867,1.0634538468462469,0.9915474945323545,0.8113396190666148,0.30473333333333336,0.8382919431106504,0.0,1.3709693500589277,2295.5598501549393,1.0634538468462467,2278.876024907469,10.179609230572623,0.00674899398579723,0.8113396189854808,8.44010755907485e-05,second,-1,0.3,-1,4,1,0.25,-1,0.0,-1,0.1,-1,8,2,428002,0
2378.905469884947,2382.9089062554563,1.0236569844616172,0.9655776445941068,0.7995328795301556,0.2837777777777778,0.796052953827889,0.0,1.384008745154432,2439.1756983552395,1.0236569844616172,2380.5123927503923,23.960186346360388,0.007705879895968647,0.7995328794502023,2.2082491159428307e-05,second,-1,0.3,-1,4,1,0.25,-1,0.0,-1,0.1,-1,8,3,428003,0
2447.479207373443,2429.107125643175,1.0608366670397453,0.9244253901612253,0.8238012653186738,0.33422222222222225,0.7760793021241992,0.0,1.3672190762817342,2576.863095709168,1.0608474796926513,2446.5031541219664,21.923863529807022,0.007356491818331587,0.8238012652362937,-3.531397689587522e-05,second,-1,0.3,-1,4,1,0.25,-1,0.0,-1,0.1,-1,8,4,428004,0
