liquid_welfare,platform_revenue,allocative_efficiency,budget_utilization,bid_to_value,dual_final_mean,dual_cv,no_sale_rate,winner_entropy,effective_poa,offline_optimum,episode,auction_type,auction_type_coded,objective,objective_coded,n_bidders,n_bidders_coded,cell_id,seed
2404.411737515203,2078.2280638784846,0.876,0.999596055442717,1.214683939939202,0.5158758326234276,0.09065729413395288,0.0,0.692635093140801,0.8646921878168038,2079.0760457244237,20,second,-1,value_max,-1,2,-1,0,420000
2411.319435345371,2078.0390400921924,0.888,0.9995049196815877,1.209803889206468,0.5071729103253072,0.09857644829901988,0.0,0.6930751788298457,0.8622151073180556,2079.0760457244223,21,second,-1,value_max,-1,2,-1,0,420000
2408.774374961786,2078.377226174227,0.882,0.9996600108552562,1.219795296700945,0.5019149016523663,0.09117116850327728,0.0,0.6931151802166032,0.86312610568078,2079.0760457244214,22,second,-1,value_max,-1,2,-1,0,420000
2392.1431056052675,2078.7055010715503,0.885,0.9998198664093672,1.2264880960085147,0.49915921605290703,0.1040460545859796,0.0,0.6924250066961697,0.869126951833581,2079.0760457244223,23,second,-1,value_max,-1,2,-1,0,420000
2360.874286149555,2079.0464812645932,0.886,0.9999856412795114,1.2231460712203532,0.49893930236087103,0.10978364518996846,0.0,0.6930971797245786,0.8806381847274342,2079.076045724421,24,second,-1,value_max,-1,2,-1,0,420000
2413.814125999598,2078.9985299908267,0.897,0.9999625823602405,1.2294458872276826,0.4983408145757208,0.10084525282995244,0.0,0.6928091424663111,0.8613240030913493,2079.0760457244205,25,second,-1,value_max,-1,2,-1,0,420000
2389.0952165426293,2078.7896170057884,0.886,0.9998628884910061,1.2286917457955229,0.4960239483864636,0.09594175533326214,0.0,0.6929471672224783,0.8702357408480123,2079.0760457244173,26,second,-1,value_max,-1,2,-1,0,420000
2379.8017714673188,2075.0546784461026,0.882,0.998084224626642,1.2384795386785932,0.4644640476612796,0.10937019541650211,0.0,0.6924990405173356,0.87363412812426,2079.0760457244205,27,second,-1,value_max,-1,2,-1,0,420000
2394.8441651087314,2077.5341927592435,0.886,0.9992665704070857,1.2409007529654286,0.45325953878540787,0.11121030560415263,0.0,0.6931151802166032,0.868146694476058,2079.07604572442,28,second,-1,value_max,-1,2,-1,0,420000
2433.563990596398,2079.0509915593175,0.883,0.9999878576095342,1.2082900271209496,0.45307884772353046,0.11086497131958706,0.0,0.6930751788298457,0.8543338304471283,2079.07604572442,29,second,-1,value_max,-1,2,-1,0,420000
2398.4926397969007,2079.06744167331,0.871,0.9999958892811991,1.2262348809236143,0.4530175776837056,0.10014263245495278,0.0,0.6931151802166032,0.8668261103775889,2079.076045724423,30,second,-1,value_max,-1,2,-1,0,420000
2414.62178819123,2079.056469526259,0.872,0.9999904829395956,1.226920860628305,0.4528761041404542,0.12539728925553986,0.0,0.6931151802166032,0.8610359004843712,2079.0760457244182,31,second,-1,value_max,-1,2,-1,0,420000
2391.9428358102227,2078.1783245198235,0.894,0.9995724499018139,1.2411831032285112,0.44658025160928416,0.10517538119499464,0.0,0.69189665920308,0.8691997210795283,2079.0760457244214,32,second,-1,value_max,-1,2,-1,0,420000
2398.5875438417374,2079.069449991948,0.863,0.9999968010389959,1.2227636274629168,0.4465329485006436,0.11339226277508063,0.0,0.6931391805366118,0.86679181298275,2079.076045724421,33,second,-1,value_max,-1,2,-1,0,420000
2404.4436185900386,2072.1010552049097,0.88,0.9966062105048422,1.2339526724177872,0.401371667482441,0.127768916558057,0.0,0.6930971797245786,0.8646807226628107,2079.0760457244182,34,second,-1,value_max,-1,2,-1,0,420000
2401.0040095686754,2079.0688960725656,0.879,0.9999965236822934,1.204119701240601,0.4013300479736922,0.12529383777538533,0.0,0.6929851718088114,0.8659194393006912,2079.0760457244187,35,second,-1,value_max,-1,2,-1,0,420000
2412.6466423972374,2078.8725554637613,0.903,0.9999011123744104,1.2247317101020172,0.40014354759185156,0.1296666071799567,0.0,0.6929471672224783,0.8617407991659422,2079.0760457244223,36,second,-1,value_max,-1,2,-1,0,420000
2433.619343799845,2076.6410402898755,0.884,0.9988401336275092,1.230250618231252,0.3840850824580446,0.13782375607830388,0.0,0.6924990405173356,0.8543143984375798,2079.0760457244223,37,second,-1,value_max,-1,2,-1,0,420000
2436.33118638185,2079.069287696081,0.871,0.9999967143300156,1.1940060436051008,0.3840462766626519,0.14219404165094782,0.0,0.6930751788298457,0.8533634742869337,2079.0760457244223,38,second,-1,value_max,-1,2,-1,0,420000
2412.977498631026,2079.07017473603,0.889,0.9999972011364013,1.2019268628057873,0.38400899832384827,0.13728028811122175,0.0,0.6925690691450866,0.8616226412819679,2079.0760457244205,39,second,-1,value_max,-1,2,-1,0,420000
2417.9658238204092,2078.9524034655324,0.883,0.9999401958260143,1.2288160306675295,0.3832801123072957,0.1384757155911378,0.0,0.692635093140801,0.8598450917885435,2079.076045724421,40,second,-1,value_max,-1,2,-1,0,420000
2426.0741315786804,2079.0741573005735,0.881,0.9999990882426748,1.2170036594327969,0.38326888571389334,0.14518167740199106,0.0,0.6931291804499438,0.8569713590621141,2079.07604572442,41,second,-1,value_max,-1,2,-1,0,420000
2400.9101588100493,2078.7650796640646,0.89,0.9998519023068992,1.233796917394866,0.38129585509029085,0.1463007067730856,0.0,0.692635093140801,0.865953287796017,2079.0760457244196,42,second,-1,value_max,-1,2,-1,0,420000
2418.49276036579,2078.964598899001,0.883,0.9999457840791712,1.2102225747051958,0.38066144812477715,0.14123953158346836,0.0,0.6931151802166032,0.8596577503957313,2079.076045724418,43,second,-1,value_max,-1,2,-1,0,420000
2416.276976468066,2079.0759543518316,0.883,0.9999999557321194,1.205983659368969,0.38066091758830745,0.13414291333900843,0.0,0.6930191750960528,0.8604460771560456,2079.0760457244182,44,second,-1,value_max,-1,2,-1,0,420000
2401.9630361168042,2079.0389681275183,0.885,0.9999823367462087,1.2254403725092515,0.3804271713341483,0.1412319502094553,0.0,0.6928591529035732,0.8655737055327928,2079.0760457244196,45,second,-1,value_max,-1,2,-1,0,420000
2438.797559254537,2073.8617033259166,0.88,0.9975196360715181,1.2362435389692392,0.3498633778106051,0.159140393867316,0.0,0.691994737781755,0.8525004618915256,2079.0760457244182,46,second,-1,value_max,-1,2,-1,0,420000
2411.9876850036017,2079.075561484964,0.868,0.9999997650077108,1.2062642254909355,0.34986065028086016,0.16140848253225065,0.0,0.6927551293205423,0.8619762275947606,2079.076045724424,47,second,-1,value_max,-1,2,-1,0,420000
2414.664205112593,2079.0752089234256,0.876,0.9999996008864546,1.2264033703244508,0.3498561028721422,0.14204597371374522,0.0,0.6929051610328316,0.8610207751961414,2079.0760457244196,48,second,-1,value_max,-1,2,-1,0,420000
2423.181323054799,2079.07529606778,0.887,0.9999996388444481,1.213795201634609,0.34985194325088875,0.1581754995119675,0.0,0.6929471672224783,0.8579944166553001,2079.0760457244205,49,second,-1,value_max,-1,2,-1,0,420000
2417.061579056332,2079.075564985673,0.878,0.9999997664368427,1.219109674751709,0.3498492291038632,0.16371828360193508,0.0,0.6931151802166032,0.860166767673388,2079.07604572442,50,second,-1,value_max,-1,2,-1,0,420000
2380.511507713424,2079.0025277146406,0.875,0.9999649494511262,1.2076208955833385,0.3494504238861862,0.15202680659909779,0.0,0.6920888071204436,0.8733736589752739,2079.076045724419,51,second,-1,value_max,-1,2,-1,0,420000
2424.8689028036247,2079.0758512320467,0.889,0.9999999059679912,1.2173964430566016,0.3494493376086891,0.1527913351884604,0.0,0.6931291804499438,0.8573972981882034,2079.076045724421,52,second,-1,value_max,-1,2,-1,0,420000
2426.786615805912,2079.074325903757,0.888,0.9999991680879614,1.2158472042668869,0.3494397218103173,0.14857648685178138,0.0,0.6929851718088114,0.8567197594478159,2079.07604572442,53,second,-1,value_max,-1,2,-1,0,420000
2376.1678907597466,2079.0682044969226,0.88,0.9999962596692468,1.225235577925786,0.3493971828579494,0.1556683050609255,0.0,0.6929051610328316,0.8749701794260268,2079.076045724419,54,second,-1,value_max,-1,2,-1,0,420000
2394.1543574059247,2079.072087297178,0.874,0.9999980836052913,1.2255225070483702,0.3493750134936562,0.150967285573203,0.0,0.693145180556612,0.8683968263337484,2079.0760457244196,55,second,-1,value_max,-1,2,-1,0,420000
2372.2894971925475,2079.074131863227,0.876,0.9999990784371746,1.2240157947462098,0.34936441887092223,0.1453378920857612,0.0,0.6929851718088114,0.8764006451088173,2079.0760457244205,56,second,-1,value_max,-1,2,-1,0,420000
2416.5261323121986,2079.075292221243,0.895,0.9999996368513202,1.2066136277140103,0.34936023982057796,0.1484663126378307,0.0,0.6929851718088114,0.8603573608927223,2079.0760457244205,57,second,-1,value_max,-1,2,-1,0,420000
2405.2187261804543,2079.07540776077,0.873,0.9999996918794234,1.2245513864863182,0.3493566854099233,0.15516470554892214,0.0,0.6930191750960528,0.8644020700046878,2079.0760457244232,58,second,-1,value_max,-1,2,-1,0,420000
2384.0611715008677,2079.0464510782404,0.902,0.9999859187965655,1.2364845973778902,0.34919711454983127,0.15378255942551017,0.0,0.6930191750960528,0.8720732800725723,2079.076045724421,59,second,-1,value_max,-1,2,-1,0,420000
2398.5836162205155,2078.8396110239837,0.87,0.9998849985209064,1.2211921721297039,0.3478647232777925,0.14823592064631586,0.0,0.6929471672224783,0.8667932323328602,2079.0760457244214,60,second,-1,value_max,-1,2,-1,0,420000
2376.450525466495,2079.0694272363507,0.874,0.9999968388971021,1.2188990527869505,0.3478288090581643,0.16457523723436462,0.0,0.691994737781755,0.8748661179539178,2079.0760457244205,61,second,-1,value_max,-1,2,-1,0,420000
2406.5899344557433,2077.4704201296163,0.872,0.9992207361072748,1.2288646107192807,0.3390312442318937,0.15944822240083234,0.0,0.6924250066961697,0.8639095576515865,2079.076045724422,62,second,-1,value_max,-1,2,-1,0,420000
2390.9986097586307,2079.069016655526,0.873,0.9999965830587243,1.214602852874933,0.33899350413389556,0.16371864017832893,0.0,0.6930751788298457,0.8695429755746709,2079.076045724421,63,second,-1,value_max,-1,2,-1,0,420000
2382.7389193542845,2079.0759515190184,0.867,0.9999999542448267,1.2328941626929952,0.338992998451189,0.15756552141880242,0.0,0.693049177356361,0.8725572192726194,2079.0760457244205,64,second,-1,value_max,-1,2,-1,0,420000
2404.083293772224,2079.0753708401417,0.882,0.9999996790622303,1.2457377533574026,0.338989387465392,0.15527216285805967,0.0,0.6927551293205423,0.8648103213022053,2079.076045724421,65,second,-1,value_max,-1,2,-1,0,420000
2417.9688524580633,2078.962255711829,0.882,0.9999457462117496,1.2221197781342048,0.3383811877491696,0.16177670518600618,0.0,0.6924990405173356,0.8598440147857448,2079.0760457244214,66,second,-1,value_max,-1,2,-1,0,420000
2371.6201481288863,2078.992478093416,0.882,0.9999601789259345,1.2243577511770778,0.3379357277925181,0.1534910576264719,0.0,0.6925690691450866,0.876647994142202,2079.07604572442,67,second,-1,value_max,-1,2,-1,0,420000
2360.3996910324136,2079.075910692357,0.881,0.9999999355111393,1.2202884731645225,0.33793500820443056,0.16554244103078736,0.0,0.6930191750960528,0.8808152507489325,2079.0760457244182,68,second,-1,value_max,-1,2,-1,0,420000
2406.8677970855783,2079.07585945997,0.889,0.9999999109430351,1.2274158459944178,0.33793401518934707,0.15788605074465012,0.0,0.6925690691450866,0.8638098229748749,2079.0760457244205,69,second,-1,value_max,-1,2,-1,0,420000
2388.371634588728,2079.071701362429,0.878,0.999997907836953,1.2164620795220085,0.33791079363566734,0.16704566994644418,0.0,0.6929471672224783,0.8704993877899715,2079.076045724421,70,second,-1,value_max,-1,2,-1,0,420000
2382.874568382524,2079.0718970990456,0.868,0.9999980207082666,1.2313796284772451,0.3378886964450953,0.15661057025144587,0.0,0.6930191750960528,0.8725075475272199,2079.0760457244187,71,second,-1,value_max,-1,2,-1,0,420000
2414.78666526113,2079.0569393526366,0.879,0.9999907229218243,1.217062238884823,0.3377862902554528,0.15955537999955105,0.0,0.692635093140801,0.8609771105803222,2079.0760457244196,72,second,-1,value_max,-1,2,-1,0,420000
2403.1819500272454,2078.4350798589576,0.871,0.9996951725198763,1.2185787986230476,0.33441068059860923,0.15894227215295703,0.0,0.69189665920308,0.8651346793366397,2079.0760457244214,73,second,-1,value_max,-1,2,-1,0,420000
2433.1438865379982,2079.022009520818,0.879,0.9999737665918598,1.2093491319567593,0.3341219382064971,0.16899615012954985,0.0,0.6930751788298457,0.8544813388256446,2079.076045724421,74,second,-1,value_max,-1,2,-1,0,420000
2401.4788464890653,2079.058150489258,0.889,0.9999913064344244,1.2167157439790717,0.33402633143696964,0.16286381668565547,0.0,0.6930971797245786,0.8657482237513793,2079.0760457244196,75,second,-1,value_max,-1,2,-1,0,420000
2405.3493262929014,2079.051706517167,0.896,0.9999883558561771,1.2223901533299601,0.33389862277491567,0.15755180150184633,0.0,0.6923469670879616,0.8643551366938761,2079.0760457244237,76,second,-1,value_max,-1,2,-1,0,420000
2398.8789335865104,2079.0736930939333,0.899,0.999998871315094,1.2170537004092377,0.3338862412882246,0.1503376177424565,0.0,0.693049177356361,0.8666865245325412,2079.0760457244214,77,second,-1,value_max,-1,2,-1,0,420000
2382.3855222410507,2079.0758166419173,0.863,0.9999998896266304,1.2161288130482208,0.33388502969578904,0.16342094685838793,0.0,0.6931151802166032,0.872686652229437,2079.0760457244214,78,second,-1,value_max,-1,2,-1,0,420000
2355.000859505109,2075.369758008842,0.863,0.9981975426782512,1.242885222923393,0.3151400655710794,0.16713590714715654,0.0,0.6930971797245786,0.8828345167404004,2079.0760457244205,79,second,-1,value_max,-1,2,-1,0,420000
2391.045128140864,2079.076035744871,0.897,0.9999999951686479,1.2098837540146423,0.31514001702842853,0.17262145569665416,0.0,0.6931151802166032,0.8695260583981473,2079.0760457244187,80,second,-1,value_max,-1,2,-1,0,420000
2373.9463986406854,2078.968708991094,0.878,0.9999478073357615,1.220026404883864,0.31462751853423665,0.1766976460024044,0.0,0.693145180556612,0.8757889592262457,2079.07604572442,81,second,-1,value_max,-1,2,-1,0,420000
2410.8542239326716,2079.0508021899896,0.883,0.9999879896647335,1.2142054686853496,0.31449668518521146,0.1717311664031101,0.0,0.6931291804499438,0.8623814849879046,2079.0760457244196,82,second,-1,value_max,-1,2,-1,0,420000
2387.953733479881,2079.0754115966656,0.876,0.9999996928606081,1.2110772607680018,0.3144936147284363,0.16522426396050655,0.0,0.6931151802166032,0.8706517285385825,2079.07604572442,83,second,-1,value_max,-1,2,-1,0,420000
2390.188993792253,2079.069132803881,0.861,0.9999966366951037,1.2314092115866033,0.3144607405259785,0.17041501782251017,0.0,0.6929851718088114,0.8698375112278364,2079.0760457244196,84,second,-1,value_max,-1,2,-1,0,420000
2390.2920446076264,2078.8242345023064,0.865,0.9998774826411345,1.2112038495243571,0.31326832318040715,0.17691870089445766,0.0,0.6930751788298457,0.8698000105948177,2079.076045724422,85,second,-1,value_max,-1,2,-1,0,420000
2427.461605101478,2078.950316108587,0.888,0.9999401622599873,1.2168720152981944,0.31261905109561716,0.1726115435706165,0.0,0.6916884711421549,0.8564815366616312,2079.0760457244237,86,second,-1,value_max,-1,2,-1,0,420000
2391.3129750069834,2079.075941834627,0.875,0.9999999495810159,1.2162429472256688,0.31261855587615983,0.16792020666096769,0.0,0.6931471805579453,0.8694286642752609,2079.076045724422,87,second,-1,value_max,-1,2,-1,0,420000
2399.137282304335,2079.0753337649912,0.878,0.9999996611717967,1.216845863014551,0.3126148857234482,0.17121371667744756,0.0,0.6929051610328316,0.866593196254072,2079.0760457244214,88,second,-1,value_max,-1,2,-1,0,420000
2401.4124926762006,2076.0014779166504,0.873,0.9985365547648204,1.2443557908719416,0.29746485719317306,0.1811256100481159,0.0,0.6922649210668046,0.865772145379089,2079.07604572442,89,second,-1,value_max,-1,2,-1,0,420000
2413.890328490428,2079.076023464827,0.894,0.9999999893179945,1.204960780110785,0.2974647524645915,0.17521586063116884,0.0,0.6928091424663111,0.8612968125294286,2079.076045724421,90,second,-1,value_max,-1,2,-1,0,420000
2388.88378667008,2079.074555489893,0.879,0.9999992909202627,1.2263605512005815,0.2974577332242855,0.17991479908758787,0.0,0.6930191750960528,0.8703127616862817,2079.0760457244196,91,second,-1,value_max,-1,2,-1,0,420000
2375.287800732291,2079.075639490289,0.871,0.9999998038054421,1.2041890248234093,0.29745582363843115,0.18802805441371256,0.0,0.6931151802166032,0.8752943727844053,2079.07604572442,92,second,-1,value_max,-1,2,-1,0,420000
2396.5428332850497,2079.0576911053768,0.856,0.9999910846445025,1.2174433764511596,0.29736963235479064,0.18231926502296442,0.0,0.6931291804499438,0.8675313526003361,2079.076045724421,93,second,-1,value_max,-1,2,-1,0,420000
2421.505874289917,2079.046465188279,0.887,0.9999858887806077,1.2201283420733073,0.29723041977941067,0.18985310425501606,0.0,0.6922649210668046,0.8585880661281043,2079.076045724424,94,second,-1,value_max,-1,2,-1,0,420000
2405.537972021405,2079.0759890513427,0.896,0.9999999724873755,1.2183710078811492,0.2972301537448375,0.18089230370992246,0.0,0.6929471672224783,0.8642873527277318,2079.076045724417,95,second,-1,value_max,-1,2,-1,0,420000
2406.3315994325517,2079.070028154184,0.868,0.9999971056824668,1.215959734225472,0.2972018742823648,0.19702404262523732,0.0,0.6930971797245786,0.864002303844863,2079.0760457244187,96,second,-1,value_max,-1,2,-1,0,420000
2412.286779448582,2079.0757154757002,0.88,0.999999841841942,1.2077407440920214,0.2972003215227136,0.183655968825706,0.0,0.693145180556612,0.8618693529463652,2079.0760457244205,97,second,-1,value_max,-1,2,-1,0,420000
2389.895619226805,2079.0757456917954,0.881,0.9999998558838893,1.205202210053122,0.2971989113661412,0.17953908810492525,0.0,0.6931151802166032,0.8699442891974748,2079.076045724422,98,second,-1,value_max,-1,2,-1,0,420000
2393.6477314843437,2079.0759733629475,0.884,0.999999965026255,1.2185143835997305,0.29719857153230245,0.1828092799781617,0.0,0.6929471672224783,0.8685806262875407,2079.0760457244223,99,second,-1,value_max,-1,2,-1,0,420000
3489.828701048326,2998.2643102211705,0.854,0.9997640473385049,1.2327702609203228,0.5603664690613617,0.09970660876209016,0.0,0.688722651211499,0.8593541685832661,2998.9988418874036,10,second,-1,value_max,-1,2,-1,0,420001
3386.487307508953,2998.3943782677247,0.836,0.9998100261742698,1.2523810136364175,0.5549458995531618,0.0891883380331091,0.0,0.6892701675519443,0.885578054651981,2998.9988418874036,11,second,-1,value_max,-1,2,-1,0,420001
3515.137551513954,2998.8000298768447,0.836,0.9999345968419283,1.2216329799384587,0.5531968831541694,0.11995473329994533,0.0,0.6877293893132671,0.8531668527724467,2998.9988418874045,12,second,-1,value_max,-1,2,-1,0,420001
3473.4358101408047,2989.991420385705,0.838,0.997213204410364,1.2409468719647863,0.4834624260305001,0.11737369456319435,0.0,0.6881388137115885,0.8634098932048015,2998.9988418874054,13,second,-1,value_max,-1,2,-1,0,420001
3498.9847932054727,2998.883592641113,0.862,0.9999586768395465,1.2244240036605774,0.4824866848569161,0.11654264857094493,0.0,0.6883374644756968,0.8571054231818974,2998.9988418874004,14,second,-1,value_max,-1,2,-1,0,420001
3478.1022555068153,2998.8222002030516,0.835,0.9999362122882975,1.2387533396496915,0.48098158371708855,0.11691366878124834,0.0,0.6912239472993625,0.8622514870398483,2998.998841887402,15,second,-1,value_max,-1,2,-1,0,420001
3459.35527370965,2997.394766979329,0.844,0.9994496026808726,1.2327480969519797,0.46853326228685593,0.11249028791245258,0.0,0.6912239472993625,0.8669242111902006,2998.998841887399,16,second,-1,value_max,-1,2,-1,0,420001
3429.278335545886,2998.520340772347,0.841,0.9998327179095943,1.228930297401331,0.46479218898359076,0.12089551510556423,0.0,0.6904066761869503,0.8745276843823196,2998.998841887399,17,second,-1,value_max,-1,2,-1,0,420001
3436.719685568642,2996.3496039311976,0.862,0.9990549331857129,1.2477007510314388,0.44433475627186025,0.10138491680944703,0.0,0.6899437584563995,0.8726341151653143,2998.998841887409,18,second,-1,value_max,-1,2,-1,0,420001
3477.1466590399586,2997.4616601917046,0.859,0.9995196721604749,1.2423691627780922,0.43446107825395264,0.1411993618017159,0.0,0.6875186123460206,0.8624884527348157,2998.9988418874077,19,second,-1,value_max,-1,2,-1,0,420001
3462.7061024197847,2998.980854480567,0.855,0.9999939853931058,1.220632054014863,0.434338041584609,0.11726601137292256,0.0,0.688909190312647,0.8660852966388541,2998.9988418874095,20,second,-1,value_max,-1,2,-1,0,420001
3465.5289689270026,2996.090142257488,0.841,0.9989611657621186,1.237509289104966,0.41359365009590454,0.12344422671084135,0.0,0.6917945705966355,0.8653798218907852,2998.998841887406,21,second,-1,value_max,-1,2,-1,0,420001
3469.005527333477,2998.9726189935254,0.869,0.9999918518005393,1.2416259857752088,0.41343175705344043,0.11867380588675575,0.0,0.688909190312647,0.8645125579239559,2998.9988418874054,22,second,-1,value_max,-1,2,-1,0,420001
3449.952078968501,2992.268739838188,0.833,0.9975924418912867,1.2597820627703815,0.3712193126177438,0.1453493636601907,0.0,0.6910977801609235,0.8692871011657864,2998.998841887407,23,second,-1,value_max,-1,2,-1,0,420001
3487.5489294445574,2998.981438667697,0.843,0.9999938941433589,1.2248420138402738,0.3711190189240466,0.15546545453916646,0.0,0.6896150198755521,0.8599159187610409,2998.9988418874013,24,second,-1,value_max,-1,2,-1,0,420001
3465.4879286342302,2998.9301170101135,0.847,0.9999769855301499,1.2243199784715484,0.37071567249678405,0.13337768166100528,0.0,0.6883374644756968,0.8653900702142477,2998.9988418874045,25,second,-1,value_max,-1,2,-1,0,420001
3469.1656432310488,2998.9234841131315,0.846,0.9999729977543199,1.2415363286038619,0.3702862660285968,0.13618661576579383,0.0,0.6890916952659867,0.8644726572047605,2998.998841887407,26,second,-1,value_max,-1,2,-1,0,420001
3428.3435472252754,2998.99412501181,0.843,0.999998445735139,1.2315768262632227,0.37025845002581825,0.1334582609242303,0.0,0.6890916952659867,0.8747661372252604,2998.9988418874013,27,second,-1,value_max,-1,2,-1,0,420001
3443.709952207603,2998.942255692995,0.862,0.9999824822572632,1.2444634037692648,0.369917044881111,0.13374185321332926,0.0,0.688909190312647,0.8708627856317814,2998.998841887402,28,second,-1,value_max,-1,2,-1,0,420001
3465.144798594094,2998.995451562324,0.842,0.9999988033003455,1.232552068888993,0.3698976253680976,0.13548310526125132,0.0,0.6890916952659867,0.8654757639865962,2998.9988418874036,29,second,-1,value_max,-1,2,-1,0,420001
3503.2943061754177,2985.150266743079,0.847,0.9957023970580898,1.255267427128549,0.3017779020241793,0.18401339483563856,0.0,0.6883374644756968,0.856051070731034,2998.9988418874013,30,second,-1,value_max,-1,2,-1,0,420001
3483.2323997178864,2987.8453469112537,0.833,0.9959689346297426,1.2510934573667642,0.24899625105175574,0.19110672267703732,0.0,0.691994737781755,0.8609815532636584,2998.9988418874063,31,second,-1,value_max,-1,2,-1,0,420001
3454.3501655923696,2998.8678853551737,0.836,0.9999588980816352,1.2337649776048423,0.2484835973471186,0.18869239445983269,0.0,0.6897814027064004,0.8681803228171341,2998.998841887404,32,second,-1,value_max,-1,2,-1,0,420001
3465.5672394054536,2997.715296373202,0.832,0.9996004031211695,1.2291976795868926,0.24356354705739242,0.19975550812171564,0.0,0.686404010093023,0.8653702654466184,2998.9988418874022,33,second,-1,value_max,-1,2,-1,0,420001
3490.571328463529,2993.491557004867,0.845,0.9980244556351888,1.263983415866628,0.2234809441826794,0.21896112724692957,0.0,0.691994737781755,0.8591713389244784,2998.9988418874054,34,second,-1,value_max,-1,2,-1,0,420001
3450.2029348384685,2989.17525052646,0.855,0.9969544818895932,1.28153852192114,0.19200888683343595,0.2526968725464803,0.0,0.6868620016569056,0.8692238974133868,2998.998841887399,35,second,-1,value_max,-1,2,-1,0,420001
3443.783972179167,2998.94576306409,0.841,0.9999808015480269,1.2343727941957827,0.1918320396738662,0.22698975735082605,0.0,0.691464236245364,0.8708440674894277,2998.9988418874036,36,second,-1,value_max,-1,2,-1,0,420001
3443.448111000753,2998.995935554583,0.822,0.9999990864885344,1.237604197016902,0.1918239199123093,0.2271003942875573,0.0,0.6909675965683668,0.8709290063952272,2998.998841887408,37,second,-1,value_max,-1,2,-1,0,420001
3460.626300304235,2998.882850866069,0.842,0.9999590768931859,1.2677548350729981,0.1914499356637307,0.2373756209571375,0.0,0.688722651211499,0.8666058053201973,2998.9988418874063,38,second,-1,value_max,-1,2,-1,0,420001
3431.0164914591255,2998.9754302638294,0.828,0.999991998658215,1.2700882780102776,0.1913774465494012,0.22888495926935526,0.0,0.6912239472993625,0.8740846479032812,2998.998841887401,39,second,-1,value_max,-1,2,-1,0,420001
3443.6214763072735,2998.996674201433,0.84,0.9999993202634113,1.2464012346433373,0.19137141597587154,0.22519759665500216,0.0,0.6873037899211933,0.8708851604396862,2998.998841887409,40,second,-1,value_max,-1,2,-1,0,420001
3498.1020389357395,2998.524293958024,0.841,0.9998299858957503,1.2136481787406006,0.1898256004649782,0.2348396937926928,0.0,0.6915783599868489,0.857321715749556,2998.998841887408,41,second,-1,value_max,-1,2,-1,0,420001
3477.227020946956,2998.995497020146,0.828,0.9999989503550613,1.2191694789321788,0.1898163087604468,0.2355471937219164,0.0,0.6892701675519443,0.8624685198352933,2998.9988418874077,42,second,-1,value_max,-1,2,-1,0,420001
